age,workclass,education,education_num,marital_status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,discretized_gross_income,workclass_sc,education_sc,marital_status_sc,occupation_sc
59,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Married,Service
40,State-gov,Some-college,10,Never-married,Adm-clerical,Female,0,0,38,United-States,<=50K,Gov,Some-college,Never-married,Adm-clerical
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,50,Iran,>50K,Private,Bachelors,Married,Manager
38,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,70,United-States,>50K,Gov,Masters,Married,Manager
23,Private,HS-grad,9,Never-married,Transport-moving,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Professional
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Female,0,0,20,United-States,<=50K,Self-employed,HS-grad,Married,Service
24,State-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Male,0,0,50,United-States,<=50K,Gov,Assoc-acdm,Married,Service
38,Private,Some-college,10,Divorced,Craft-repair,Male,0,1741,40,United-States,<=50K,Private,Some-college,Divorced,Service
58,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,45,United-States,>50K,Private,HS-grad,Married,Adm-clerical
32,Private,HS-grad,9,Never-married,Other-service,Female,0,0,34,United-States,<=50K,Private,HS-grad,Never-married,Service
40,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Male,0,1977,60,United-States,>50K,Private,Assoc-acdm,Married,Service
41,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Female,0,0,40,United-States,>50K,Private,Prof-school,Married,Professional
42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Bachelors,Married,Adm-clerical
59,Local-gov,10th,6,Widowed,Other-service,Female,0,0,30,United-States,<=50K,Gov,School,Widowed,Service
19,Local-gov,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K,Gov,Some-college,Never-married,Adm-clerical
58,Private,Some-college,10,Never-married,Transport-moving,Male,0,0,20,United-States,<=50K,Private,Some-college,Never-married,Service
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,40,Cambodia,>50K,Self-employed,HS-grad,Married,Farming
20,Private,HS-grad,9,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
32,Private,HS-grad,9,Separated,Other-service,Female,0,0,30,United-States,<=50K,Private,HS-grad,Separated,Service
45,Private,Assoc-voc,11,Widowed,Exec-managerial,Female,0,0,45,United-States,<=50K,Private,Assoc-voc,Widowed,Manager
50,Private,7th-8th,4,Divorced,Craft-repair,Male,0,0,40,United-States,<=50K,Private,School,Divorced,Service
36,Private,Bachelors,13,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Bachelors,Divorced,Professional
45,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,60,United-States,<=50K,Private,HS-grad,Married,Sales
17,Private,11th,7,Never-married,Other-service,Male,0,0,12,United-States,<=50K,Private,School,Never-married,Service
59,Private,Some-college,10,Married-civ-spouse,Sales,Male,4064,0,40,United-States,<=50K,Private,Some-college,Married,Sales
26,Private,11th,7,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,75,Thailand,>50K,Self-employed,Some-college,Married,Manager
64,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Manager
33,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,45,United-States,<=50K,Private,Bachelors,Never-married,Professional
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Female,0,0,40,United-States,>50K,Private,HS-grad,Married,Service
61,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Manager
17,Private,9th,5,Never-married,Other-service,Male,1055,0,24,United-States,<=50K,Private,School,Never-married,Service
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Male,2407,0,98,United-States,<=50K,Self-employed,Masters,Married,Farming
27,Local-gov,Masters,14,Never-married,Prof-specialty,Male,0,0,35,United-States,<=50K,Gov,Masters,Never-married,Professional
30,Private,HS-grad,9,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Professional
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,7298,0,40,United-States,>50K,Private,Some-college,Married,Service
35,Private,Some-college,10,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Manager
25,Private,Some-college,10,Never-married,Tech-support,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Service
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Female,7298,0,48,United-States,>50K,Private,Some-college,Married,Service
22,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,15,Germany,<=50K,Private,Bachelors,Never-married,Professional
42,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Male,5178,0,40,United-States,>50K,Gov,Some-college,Married,Service
34,Private,Assoc-acdm,12,Divorced,Sales,Female,0,0,45,United-States,<=50K,Private,Assoc-acdm,Divorced,Sales
60,Private,Bachelors,13,Divorced,Prof-specialty,Female,0,0,42,United-States,<=50K,Private,Bachelors,Divorced,Professional
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
57,Federal-gov,Masters,14,Married-civ-spouse,Sales,Male,15024,0,40,United-States,>50K,Gov,Masters,Married,Sales
41,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,60,United-States,>50K,Private,Prof-school,Married,Professional
50,Private,Some-college,10,Divorced,Other-service,Male,0,0,45,United-States,<=50K,Private,Some-college,Divorced,Service
25,Private,Bachelors,13,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Manager
50,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Male,0,0,40,Ecuador,<=50K,Private,School,Married,Service
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,45,United-States,<=50K,Private,Bachelors,Married,Professional
31,Private,HS-grad,9,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Professional
29,Local-gov,Bachelors,13,Never-married,Protective-serv,Male,0,0,56,United-States,<=50K,Gov,Bachelors,Never-married,Service
21,Private,Some-college,10,Never-married,Sales,Male,0,0,45,United-States,<=50K,Private,Some-college,Never-married,Sales
27,Private,Bachelors,13,Never-married,Tech-support,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Service
65,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,16,United-States,<=50K,Private,HS-grad,Married,Service
37,Self-emp-inc,Bachelors,13,Divorced,Sales,Female,0,0,60,United-States,<=50K,Self-employed,Bachelors,Divorced,Sales
24,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
38,Private,HS-grad,9,Divorced,Sales,Male,0,0,80,United-States,<=50K,Private,HS-grad,Divorced,Sales
48,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Male,7688,0,40,United-States,>50K,Private,Bachelors,Married,Adm-clerical
21,Private,Some-college,10,Never-married,Other-service,Female,0,0,25,United-States,<=50K,Private,Some-college,Never-married,Service
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,45,United-States,>50K,Private,HS-grad,Married,Service
55,Private,HS-grad,9,Married-civ-spouse,Sales,Male,4386,0,40,United-States,>50K,Private,HS-grad,Married,Sales
24,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,0,0,40,Laos,<=50K,Private,Some-college,Married,Adm-clerical
43,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Adm-clerical
26,Private,Assoc-acdm,12,Never-married,Tech-support,Male,0,0,45,United-States,<=50K,Private,Assoc-acdm,Never-married,Service
46,Private,Assoc-acdm,12,Never-married,Prof-specialty,Female,0,0,33,United-States,<=50K,Private,Assoc-acdm,Never-married,Professional
35,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,>50K,Private,Assoc-acdm,Married,Adm-clerical
41,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Male,0,0,54,United-States,>50K,Self-employed,Some-college,Married,Farming
26,Private,Bachelors,13,Never-married,Sales,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Sales
34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,7298,0,35,Taiwan,>50K,Private,Masters,Married,Manager
36,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Female,0,0,40,United-States,>50K,Self-employed,Bachelors,Divorced,Professional
22,Private,Some-college,10,Never-married,Sales,Male,0,0,15,United-States,<=50K,Private,Some-college,Never-married,Sales
24,Private,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Service
77,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Male,0,0,40,United-States,<=50K,Self-employed,Some-college,Married,Sales
22,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Female,0,0,40,Mexico,<=50K,Private,School,Married,Service
29,Private,Some-college,10,Never-married,Tech-support,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Service
62,Private,HS-grad,9,Widowed,Other-service,Female,0,0,24,United-States,<=50K,Private,HS-grad,Widowed,Service
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Married,Manager
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,1485,50,United-States,<=50K,Private,Some-college,Married,Service
35,Private,HS-grad,9,Divorced,Transport-moving,Male,0,0,45,United-States,<=50K,Private,HS-grad,Divorced,Service
29,Private,11th,7,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,School,Never-married,Manager
76,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Male,0,0,10,United-States,<=50K,Self-employed,Masters,Married,Service
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,45,United-States,<=50K,Self-employed,HS-grad,Married,Farming
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Female,0,1887,50,United-States,>50K,Private,Some-college,Married,Professional
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Married,Service
66,Private,HS-grad,9,Never-married,Transport-moving,Male,2050,0,55,United-States,<=50K,Private,HS-grad,Never-married,Service
41,Private,Some-college,10,Never-married,Craft-repair,Male,0,0,45,United-States,<=50K,Private,Some-college,Never-married,Service
26,Private,Bachelors,13,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Adm-clerical
47,Private,Assoc-voc,11,Never-married,Other-service,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Service
55,Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K,Gov,School,Married,Adm-clerical
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
17,Private,5th-6th,3,Never-married,Other-service,Male,0,0,48,Mexico,<=50K,Private,School,Never-married,Service
30,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
49,Private,Masters,14,Never-married,Prof-specialty,Male,0,0,60,United-States,<=50K,Private,Masters,Never-married,Professional
19,Private,HS-grad,9,Never-married,Sales,Male,0,0,30,Haiti,<=50K,Private,HS-grad,Never-married,Sales
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
26,Private,Assoc-acdm,12,Never-married,Sales,Male,0,0,40,United-States,<=50K,Private,Assoc-acdm,Never-married,Sales
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,7298,0,40,United-States,>50K,Private,Assoc-voc,Married,Service
36,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,7298,0,40,United-States,>50K,Gov,HS-grad,Married,Service
33,Private,HS-grad,9,Never-married,Farming-fishing,Male,0,0,20,United-States,<=50K,Private,HS-grad,Never-married,Farming
22,State-gov,Some-college,10,Never-married,Protective-serv,Female,0,0,40,United-States,<=50K,Gov,Some-college,Never-married,Service
43,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Male,0,0,42,United-States,<=50K,Self-employed,Bachelors,Never-married,Sales
56,Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Male,0,0,25,Iran,<=50K,Private,Assoc-acdm,Married,Service
31,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,25,United-States,<=50K,Private,Bachelors,Never-married,Professional
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Manager
26,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Manager
46,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Male,0,0,30,United-States,<=50K,Gov,School,Married,Service
38,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,>50K,Gov,HS-grad,Married,Adm-clerical
65,Private,11th,7,Widowed,Other-service,Male,0,0,40,United-States,<=50K,Private,School,Widowed,Service
40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Male,0,0,40,United-States,>50K,Private,Assoc-voc,Married,Service
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,0,0,35,United-States,<=50K,Private,HS-grad,Married,Adm-clerical
26,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Male,0,0,40,Portugal,<=50K,Self-employed,School,Married,Service
36,Private,10th,6,Married-civ-spouse,Other-service,Female,0,0,24,United-States,<=50K,Private,School,Married,Service
62,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Private,Masters,Married,Professional
43,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Male,0,0,45,United-States,<=50K,Private,Bachelors,Married,Service
43,Private,Bachelors,13,Divorced,Exec-managerial,Male,0,1564,45,United-States,>50K,Private,Bachelors,Divorced,Manager
22,Private,HS-grad,9,Married-spouse-absent,Sales,Male,0,0,55,United-States,<=50K,Private,HS-grad,Married,Sales
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Male,0,0,45,United-States,<=50K,Self-employed,Some-college,Married,Sales
22,Private,Assoc-acdm,12,Never-married,Sales,Female,0,0,15,United-States,<=50K,Private,Assoc-acdm,Never-married,Sales
57,Private,Bachelors,13,Divorced,Exec-managerial,Female,0,0,45,United-States,>50K,Private,Bachelors,Divorced,Manager
39,Private,HS-grad,9,Divorced,Sales,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Sales
26,Federal-gov,Some-college,10,Never-married,Adm-clerical,Female,0,0,15,United-States,<=50K,Gov,Some-college,Never-married,Adm-clerical
17,Private,11th,7,Never-married,Other-service,Male,0,0,10,United-States,<=50K,Private,School,Never-married,Service
40,State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Male,0,0,38,United-States,>50K,Gov,Assoc-voc,Married,Service
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
44,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
20,Local-gov,Some-college,10,Never-married,Adm-clerical,Female,0,0,10,United-States,<=50K,Gov,Some-college,Never-married,Adm-clerical
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Female,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
23,Private,Some-college,10,Never-married,Sales,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Sales
46,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Male,0,0,30,United-States,<=50K,Self-employed,Masters,Divorced,Manager
38,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,50,United-States,<=50K,Private,HS-grad,Married,Sales
54,Private,HS-grad,9,Divorced,Transport-moving,Male,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
46,Private,5th-6th,3,Divorced,Craft-repair,Female,0,2339,45,United-States,<=50K,Private,School,Divorced,Service
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
46,Private,Some-college,10,Divorced,Sales,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Sales
36,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Female,0,0,40,United-States,<=50K,Gov,Some-college,Married,Service
23,Private,HS-grad,9,Never-married,Other-service,Female,0,0,25,United-States,<=50K,Private,HS-grad,Never-married,Service
29,Private,HS-grad,9,Separated,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Separated,Service
44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,0,2415,6,United-States,>50K,Private,Some-college,Married,Adm-clerical
19,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,16,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
19,Private,HS-grad,9,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Female,0,0,40,United-States,>50K,Private,HS-grad,Married,Service
27,Private,Bachelors,13,Never-married,Craft-repair,Male,0,0,50,United-States,<=50K,Private,Bachelors,Never-married,Service
46,Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Male,0,0,40,United-States,<=50K,Self-employed,Assoc-acdm,Separated,Service
